ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2471560,1,798,61,20200718,C,CER02CM,132,WEST 23 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472660,3,685,35,20200717,C,0701HP,814,5 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471538,1,2170,515,20200717,C,20-01025,27,BROADWAY TERRACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472792,3,8230,1,20200717,C,1803GB,1070,EAST 104 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471540,3,7262,17,20200717,C,20-01027,293,NEPTUNE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471541,3,7262,17,20200717,C,20-01028,293,NEPTUNE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471552,1,503,30,20200717,C,20-01029,101,SULLIVAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472831,1,915,2,20200716,C,E0601PK,509,3 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472689,1,915,2,20200716,C,E0601JR,509,3 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471374,3,6371,44,20200716,C,20-01021,11,BAY 20 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471373,3,6371,44,20200716,C,20-01020,11,BAY 20 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471950,3,3408,56,20200716,C,FEU30401XC,21,ELDERT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471381,3,3219,34,20200716,C,20-01022,312,KNICKERBOCKER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471388,3,5071,21,20200716,C,20-01023,34,STRATFORD ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471814,3,877,18,20200715,C,701,520,17 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471255,4,3554,55,20200715,C,E0501AK,1062,CYPRESS AVENUE,20200813,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2472651,3,1777,66,20200715,C,0304AA,849,DEKALB AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471524,1,1325,17,20200715,C,E0601TA,231,EAST 51 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471181,3,873,31,20200714,C,20-01015,284,17 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471180,3,873,29,20200714,C,20-01014,280,17 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471844,3,31,7502,20200714,C,201,50,BRIDGE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472387,1,593,44,20200714,C,FEU10203IK,16,CHRISTOPHER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472549,1,593,43,20200714,C,FEU10204IK,18,CHRISTOPHER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471179,3,2495,53,20200714,C,20-01016,127,EAGLE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472385,1,593,47,20200714,C,FEU10201IK,16,GAY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472282,4,3554,7501,20200714,C,E0501RG,1682,NORMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471169,3,5400,91,20200714,C,20-01010,525,OCEAN PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471168,3,5400,91,20200714,C,20-01011,525,OCEAN PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471165,4,10169,15,20200713,C,CER01ND,107-29 REA,165 STREET,20200729,OK TO DISMISS EMERGENCY DECLARATION HAS  BEEN REMEDIED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2471368,4,10169,15,20200713,C,CNE01KC,107-29 REA,165 STREET,20200729,OK TO DISMISS EMERGENCY DECLARATION HAS  BEEN REMEDIED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2471032,3,5547,1,20200713,C,20-01001,6423,18 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471030,4,10540,11,20200713,C,20-01006,94-23,207 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471365,1,281,7501,20200713,C,LL10301EK,8,CATHERINE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471136,4,84,11,20200713,C,CEU0201NH,45-18,COURT SQUARE,20200717,OK TO DISMISS AS PER NORMAN HO. ALL REQ EMERG. WORKS WERE COMPLETED ON 7/17/20,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2471949,3,3154,29,20200713,C,FEU30401IK,14,WILSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471140,3,408,43,20200710,C,0607OLE,57,DOUGLAS STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471141,3,408,43,20200710,C,0608OLE,57,DOUGLASS STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470859,3,1800,21,20200710,C,E30302NB,628,GREENE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470863,3,1800,21,20200710,C,E30301NB,628,GREENE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471011,3,2513,8,20200710,C,CNE01GS,1038,MANHATTAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471144,3,408,39,20200710,C,0604OLE,230,SMITH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471147,3,408,39,20200710,C,0601OLE,230,SMITH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471831,3,2618,14,20200709,C,0103GB,1023,LORIMER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471830,3,2618,14,20200709,C,0104GB,1023,LORIMER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471829,3,3397,36,20200709,C,0402GB,502,WILSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471828,3,3397,36,20200709,C,0401GB,502,WILSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472076,1,919,6,20200708,C,FEU10602FF,205,EAST 38 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472071,1,919,6,20200708,C,FEU10601FF,205,EAST 38 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470580,3,1996,6,20200708,C,20-00982,455,FRANKLIN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470561,3,1840,80,20200708,C,20-00980,249,HALSEY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470560,3,1840,80,20200708,C,20-00979,249,HALSEY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470612,2,2829,82,20200708,C,20-00988,1977,MORRIS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471821,3,344,56,20200708,C,0604GB,185,PRESIDENT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470364,3,6400,63,20200707,C,20-00974,8685,17 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470365,3,6400,63,20200707,C,20-00975,8685,17 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470558,4,661,47,20200707,C,CER01TQ,37-01,30 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470410,3,1683,63,20200707,C,20-00976,327,BAINBRIDGE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472374,5,536,11,20200707,C,FEU50101IK,24,GROVE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471569,5,8047,35,20200707,C,FEU50301PN,217,MAIN STREET,20200813,"EXP 1 WALL REMOVED AND EXP 2&4 WALLS CUTBACK@45 DEGREE,PER 8/11/20 INSPCT BY TDL",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2472376,5,8047,35,20200707,C,FEU50303PN,217,MAIN STREET,20200813,"EXP 1 WALL REMOVED AND EXP 2&4 WALLS CUTBACK@45 DEGREE,PER 8/11/20 INSPCT BY TDL",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2470420,1,1947,23,20200707,C,20-00977,311,WEST 120 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471841,3,5043,7,20200706,C,0905GB,1931,BEDFORD AVENUE,20200814,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2471827,3,5043,5,20200706,C,10GB,1935,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471826,3,5043,5,20200706,C,09GB,1935,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470227,2,3319,56,20200706,C,20-00966,2865,CRESTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470345,3,5164,61,20200706,C,20-00963,439,EAST 21 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2473633,3,7112,64,20200706,C,1502RH,2047,EAST 9 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470226,5,536,11,20200706,C,20-00971,24,GROVE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470212,3,5086,22,20200706,C,20-00965,30,LINDEN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470399,3,2780,2,20200706,C,CC01RM06,490,LORIMER STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2470396,3,2780,2,20200706,C,CC01RM02,490,LORIMER STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2470398,3,2780,2,20200706,C,CC01RM04,490,LORIMER STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2470397,3,2780,2,20200706,C,CC01RM03,490,LORIMER STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2470219,3,3375,13,20200706,C,20-00968,1216,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470217,3,1233,1,20200706,C,CC08LJ04,115,ROGERS AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2470196,4,1501,54,20200705,C,CER01DY,86-22,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2474951,2,2514,64,20200704,C,CER02LP,120,WEST 167 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2473860,3,2379,35,20200702,C,0103RB,105,GRAND STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470841,2,2862,90,20200702,C,FEU20501XC,1959,JEROME AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471008,3,1990,55,20200702,C,20-01000,165,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470037,3,7083,84,20200702,C,20-00959,1917,WEST 6 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469912,2,2862,90,20200701,C,20-00956,1959,JEROME AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2473638,2,2862,90,20200701,C,FEU20501IK,1959,JEROME AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470598,3,4271,9001,20200701,C,LL30501,765,LINCOLN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469918,2,2862,14,20200701,C,20-00958,40,WEST TREMONT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471000,3,2523,2,20200630,C,E0101MA,1000,MANHATTAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469772,4,531,31,20200629,C,CER01ND,31-63,14 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470368,3,922,20,20200629,C,0702HP,736,41 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469636,3,7097,1,20200629,C,20-00951,122,AVENUE T,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471953,3,2701,20,20200629,C,FEU30103PN,26,BROOME STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471838,3,3433,57,20200629,C,FEU30402XC,73 A,COOPER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469777,5,215,216,20200629,C,CC0102CD,17,DUBOIS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470101,3,2701,20,20200628,C,NE01DG,26,BROOME STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467999,4,12624,8,20200627,C,20-00948,199-18,118 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472281,3,2272,6,20200626,C,E0101EM,24,BARTLETT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470386,3,7992,29,20200626,C,1804GB,621,EAST 87 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470387,3,7992,29,20200626,C,1803GB,621,EAST 87 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467903,2,4042,222,20200626,C,20-00946,2345,EAST TREMONT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467609,3,7896,38,20200625,C,CER05LP,1709,EAST 51 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467636,5,20,74,20200625,C,20-00945,27,FORT PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470384,3,4800,26,20200625,C,0903GB,674,MAPLE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467624,3,2729,17,20200625,C,CC01CP01,68,NORTH HENRY STREET,20200625,CORRECTION TO ADD WORK W/O PERMIT,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2467497,3,5662,2,20200624,C,20-00940,5221,12 AVENUE,20200805,OK TO DISMISS. SWO HAS BEEN FULLY       RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2467607,4,1328,42,20200624,C,CERLP01,40-24,58 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470741,3,8267,33,20200624,C,FEU31801PN,1223,EAST 102 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467516,1,155,1,20200624,C,CC01LL02,2,LAFAYETTE STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2467512,2,2876,215,20200624,C,20-00941,1665,NELSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470834,3,3866,1,20200624,C,FEU30502PN,681,SNEDIKER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467495,1,515,7502,20200624,C,20-00938,151,WOOSTER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467385,3,7033,37,20200623,C,20-00937,5101,BEACH 51 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467394,3,414,26,20200623,C,CC06AH01,40,DOUGLASS STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2467374,2,2350,11,20200623,C,20-00934,427,WALTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471139,4,9858,43,20200622,C,FEU40802XC,164-52,84 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470736,4,9858,42,20200622,C,FEU40804XC,164-50,84 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471031,4,9858,43,20200622,C,FEU40801XC,164-52,84 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470604,4,9858,41,20200622,C,FEU40806XC,164-48,84 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467487,3,299,8,20200622,C,CC06AH01,63,COLUMBIA STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2475147,2,4678,13,20200622,C,20-01192,851,EAST 219 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467230,3,5585,30,20200620,C,CER03LP,1154,39 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467226,3,5585,30,20200620,C,ER03LP,1154,39 STREET,,,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2467229,1,431,31,20200620,C,CNE01KC,141,EAST 3 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470029,1,787,40,20200619,C,LL10501KI,500,7 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2471029,3,3671,38,20200619,C,FEU30502PN,2683,ATLANTIC AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467132,3,181,20,20200619,C,CC02MW03,280,ATLANTIC AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2467131,3,181,20,20200619,C,CC02MW02,280,ATLANTIC AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2471006,5,3849,16,20200619,C,FEU50201PN,859,FATHER CAPODANNO BOULEVAR,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467873,3,3514,32,20200618,C,316TV01,25,LEGION STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466794,4,14039,50,20200617,C,20-00929,161-51,83 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466795,4,14039,50,20200617,C,20-00930,161-51,83 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466796,3,3952,20,20200617,C,CC05MO01,2922,FULTON STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2466759,4,5203,9,20200617,C,20-00927,45-12,SMART STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466704,3,2169,44,20200616,C,20-00924,175,CLYMER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467112,2,2268,16,20200616,C,CER01DL,528,EAST 142 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466706,2,2692,33,20200616,C,20-00925,868,HOME STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467147,1,63,3,20200615,C,E0101SK,22,CORTLANDT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470585,3,1880,1,20200615,C,0205RB,369,PARK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470586,3,1880,1,20200615,C,0205RB.-,369,PARK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466535,5,532,11,20200615,C,CE01GM05,2,QUINN STREET,,,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION
2471370,1,1486,4,20200615,C,E0801IZ,1402,YORK AVENUE,20200805,OKAY TO DISMISS DOB. VIOLATION CORRECTEDOKAY TO DISMISS DOB.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466255,4,2778,1,20200611,C,A0501VM,58-38,69 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2470846,2,3273,334,20200611,C,FEU20601XC,601,EAST 191 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2473503,2,3240,37,20200611,C,E0701JT,212,WEST KINGSBRIDGE ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472302,1,1079,9029,20200610,C,A0403CH,747,10 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466251,3,5650,45,20200610,C,CC12AH01,5022,15 AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2466119,3,5503,25,20200610,C,20-00915,1642,58 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466118,3,5503,25,20200610,C,20-00914,1642,58 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466128,3,8718,75,20200610,C,314893,150,CORBIN PLACE,20200611,DOB ENTERED W/ SUMMNONS # IN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466244,3,8718,75,20200610,C,A1301PP,150,CORBIN PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469625,3,5377,43,20200610,C,A31202CP,811,CORTELYOU ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469623,3,5401,1,20200610,C,A31201CP,704,DITMAS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466114,1,1412,50,20200610,C,A0801CK,154,EAST 78 STREET,20200708,VIOLATION HAS BEEN COMPLIED WITH.   OK TO DISMISS.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2473506,5,2862,145,20200610,C,E0101DK,73,HOPE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466132,4,8934,8,20200610,C,20-00917,93-22,JAMAICA AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467233,3,7086,16,20200610,C,CEU31102HM,124,LAKE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466258,3,1589,6,20200610,C,A0301MO,63,LEWIS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466267,3,3634,1,20200610,C,CER01DM,1415,LINDEN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466687,3,2746,39,20200610,C,0101SW,240,MEEKER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466259,3,3050,35,20200610,C,A0101DM,61,MONTROSE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467234,3,7085,114,20200610,C,CEU31101HM,166,VAN SICKLEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2473504,3,1763,53,20200610,C,E0301DB,222,WALWORTH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466113,1,620,1,20200610,C,A0201NC,247,WEST 10 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466431,1,612,2,20200610,C,A0201MG,257,WEST 4 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472298,1,1061,54,20200610,C,A10401CH,456,WEST 52 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2472299,1,1061,45,20200610,C,A0402CH,424,WEST 52 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466137,4,9975,34,20200609,C,A1201AW,89-29,138 PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466140,3,1048,53,20200609,C,A0701CD,241,16 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2469618,3,5979,44,20200609,C,A31001CP,7910,4 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466684,3,856,24,20200609,C,0702HP,548,58 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466122,3,7263,79,20200609,C,314892,2843,BRIGHTON 7 STREET,20200611,DOB ENTERED WITH SUMMONS # IN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466133,1,619,1,20200609,C,267274,125,CHRISTOPHER STREET,20200803,DOCUMENTS PROVIDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466051,2,2506,102,20200609,C,20-00908,1281,EDWARD L GRANT HIGHWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466102,3,3132,17,20200609,C,320271,24,FAYETTE STREET,20200610,DOB ENTERED W/ SUMMONS # IN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2471138,3,2367,37,20200609,C,0101MM,19,FILLMORE PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467154,3,4452,156,20200609,C,A0501OO,127,GATEWAY DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466138,3,2399,19,20200609,C,A01001DM,391,HOOPER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466040,3,2399,19,20200609,C,316310,391,HOOPER STREET,20200610,DOB ENTERED W/ SUMMONS # IN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466105,3,1519,5,20200609,C,279502,223,HOWARD AVENUE,20200610,DOB ENTERED W/ SUMMONS # IN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2472778,3,2016,86,20200609,C,E30301JR,139,LEFFERTS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466037,3,1619,76,20200609,C,20-00906,575,LEXINGTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467151,3,4452,159,20200609,C,A0504OO,398,SCHROEDERS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467150,3,4452,225,20200609,C,A0505OO,389,SCHROEDERS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466050,2,2506,82,20200609,C,20-00907,1258,SHAKESPEARE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467156,4,654,14,20200608,C,A0102OO,25-53,38 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2467155,4,708,7,20200608,C,A0101OO,32-81,45 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2465816,1,1259,35,20200608,C,20-00903,520,5 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2465819,4,512,1,20200608,C,A0101MW,22-Dec,ASTORIA BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466686,3,2720,41,20200608,C,0101SW,177,BAYARD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2466019,3,1346,1,20200608,C,314891,1381,BERGEN STREET,20200610,DOB # WRITTEN AS SUMMONS #/ ADMIN ERROR,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2466015,2,4660,44,20200608,C,CC12EP03,3554,CARLISLE PLACE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2466014,2,4660,44,20200608,C,CC12EP02,3554,CARLISLE PLACE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2465802,4,3997,11,20200608,C,CER01SM,1327,COLLEGE POINT BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
