ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2401796,4,1629,74,20190930,C,C0402JR,101-36,NICOLLS AVENUE,20191107,BC RESCIND LETTER ISSUED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400780,1,40,3,20190930,C,CE01CV,60,WALL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402890,3,834,49,20190928,C,0710HP,771,56 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402892,3,5792,33,20190928,C,0711HP,562,61 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402885,3,2780,2,20190928,C,0104HP,490,LORIMER STREET,20191021,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2402105,3,2768,1,20190928,C,0101HP,532,LORIMER STREET,20191021,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399592,4,6032,55,20190927,C,19-00813,32-21,202 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402111,5,496,107,20190927,C,FEU50101IK,671,BAY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399588,4,5379,9,20190927,C,19-00811,147-12,BEECH AVENUE,20191230,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399975,1,1711,6,20190927,C,CC11ZMO01,407,EAST 117 STREET,20191001,DOB ENTERED IN ERROR,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2399978,1,1711,6,20190927,C,CC11MO05,407,EAST 117 STREET,20191001,DOB ENTERED IN ERROR,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2400265,3,3118,1,20190927,C,LL0105PR,222,VARET STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400472,3,2565,1,20190927,C,LL0101PR,60,WEST STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399412,4,9590,76,20190926,C,19-00805,105-13,130 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399481,4,9474,18,20190926,C,19-00807,95-24,131 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2401793,4,6813,18,20190926,C,C0801JR,153-26,77 ROAD,20191028,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2401795,4,9855,24,20190926,C,C0802JR,84-28,CHAPIN PARKWAY,20200203,"OK TO DISMISS, BC RESCIND LETTER ISSUED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399568,1,1325,48,20190926,C,E06PK02,210,EAST 52 STREET,,,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION
2399396,3,4680,4,20190926,C,CNE01DG,852,LINDEN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2465509,3,381,49,20190926,C,E30601JR,153,WEST 9 STREET,20200603,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2405924,3,8738,66,20190925,C,1504HP,230,AMHERST STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405927,3,6782,59,20190925,C,1501HP,1669,EAST 19 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405926,3,6782,59,20190925,C,1502HP,1669,EAST 19 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399456,4,1629,73,20190925,C,C0401RS,101-34,NICOLLS AVENUE,20191001,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399455,4,1629,74,20190925,C,C0402RS,101-36,NICOLLS AVENUE,20191001,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399425,3,831,45,20190924,C,CN0702RA,5520,5 AVENUE,20191212,NO OBJECTION TO DISMISS DOB VIO JOB     SIGNED OFF ON 11/21/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399023,3,2073,47,20190924,C,19-00798,184,ADELPHI STREET,20191028,SWO FULLY RESCINDED ON 10/15/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400149,2,3079,56,20190924,C,0601MR,1986,BELMONT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400487,3,408,49,20190924,C,E30602JR,47,DOUGLASS STREET,20191126,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399302,3,5171,36,20190924,C,1703VB,254,EAST 28 STREET,20191205,OK TO DISMISS. ALT 1 HAS BEEN PROVIDED  NB JOB#321826510 FINAL S/O 11/22/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399314,4,2724,58,20190924,C,19-00800,66-47 A,GRAND AVENUE,20191009,OK TO DISMISS DOB VIO. RECISSION LETTER ISSUED ON 9/23/2019.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399303,3,1367,13,20190924,C,0805VB,1396,PROSPECT PLACE,20200214,"DISMISSED, SWOFULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399027,5,5497,95,20190924,C,19-00803,75,PUTNAM STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402146,4,440,8,20190923,C,CN0201DT,43-01,22 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400096,3,1432,1,20190923,C,1601KG,2064,ATLANTIC AVENUE,20200309,"DISMISS, SWSO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400095,3,1432,1,20190923,C,1602KG,2064,ATLANTIC AVENUE,20200309,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400103,3,3281,37,20190923,C,0408KG,459,HARMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398829,2,3923,15,20190923,C,19-00797,1557,WHITEPLAINS ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400772,3,748,5,20190922,C,0705JG,4509,5 AVENUE,20200819,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400771,3,748,5,20190922,C,0706JG,4509,5 AVENUE,20200819,OK TO DISMISS. BC SWO HAS BEEN FULLY    RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2398676,4,1742,36,20190921,C,19-00782,35-39,101 STREET,20191004,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2398814,4,7202,47,20190921,C,C0802RB,75-71,185 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398684,4,8615,39,20190921,C,19-00792,85-32,248 STREET,20200124,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400769,3,5293,13,20190921,C,1207JG,1224,39 STREET,20200116,"DISMISSED, SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2398686,4,2410,60,20190921,C,19-00791,68-13,52 DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400776,3,5687,65,20190921,C,0704JG,935,57 STREET,20191104,"DISMISSED, SWO HAS BEEN RESCIND ED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400774,3,5687,65,20190921,C,0706JG,935,57 STREET,20191104,"DISMISS, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2400775,3,5687,65,20190921,C,0705JG,935,57 STREET,20191104,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2405938,3,5687,65,20190921,C,0703JG,935,57 STREET,20191104,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399295,3,5747,23,20190921,C,1004KG,1332,64 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399294,3,5747,23,20190921,C,1003KG,1332,64 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398680,4,3221,10,20190921,C,19-00785,91-18,70 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398679,4,1737,17,20190921,C,19-00784,35-38,97 STREET,20191114,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399291,3,6466,85,20190921,C,1108KG,248,BAY 23 STREET,20200228,OK TO DISMISS. SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399292,3,6015,3,20190921,C,1005KG,8317,COLONIAL ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400100,3,5217,1,20190921,C,1401KG,1702,NEWKIRK AVENUE,20191122,DISMISS SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2402872,4,407,23,20190920,C,FEU40101IK,24-08,40 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398675,4,1850,22,20190920,C,19-00779,48-28 GARAGE,91 PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398685,5,1227,70,20190920,C,19-00780,16,BUSH AVENUE,20190926,OK TO DISMISS AS PER CHIEF RYAN GOBIN   EMAIL.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399565,2,4590,40,20190920,C,111SC,1322,EAST GUNHILL ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405373,4,10581,46,20190920,C,19-00926,88-25,FRANCIS LEWIS BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398608,2,2963,146,20190920,C,19-00777,791,JENNINGS STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408498,3,7676,5,20190919,C,19-00969,1444,EAST 23 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408501,3,7676,3,20190919,C,19-00971,1448,EAST 23 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408499,3,7676,4,20190919,C,19-00970,1446,EAST 23 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398599,4,10201,36,20190919,C,CER01ND,163-53,MATHIAS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408506,3,7676,9,20190919,C,19-00973,2234,OLEAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2402057,1,642,39,20190919,C,E10201MM,785,WASHINGTON STREET,20200504,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399297,3,1342,16,20190918,C,30801TV,1696,PACIFIC STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399564,2,2452,8,20190918,C,0401MR,1120,SHERMAN AVENUE,20191209,OK TO DISM DOB VIOLATION. SWO RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399298,3,1941,37,20190918,C,30303TV,274,SKILLMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399299,3,1941,37,20190918,C,30304TV,274,SKILLMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397542,3,5596,44,20190917,C,19-00768,1058,42 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397549,3,4874,41,20190917,C,CER03JM,3701,CHURCH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399289,3,6516,78,20190917,C,1204MC,1049,EAST 3 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400503,3,1984,7,20190917,C,FEU30203FF,59,IRVING PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400129,3,1984,8,20190917,C,FEU30204FF,57,IRVING PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399025,3,2324,7502,20190917,C,CN01RA,34,NORTH 7 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400264,3,5429,5,20190917,C,FEU31402FF,314,PARKVILLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397471,3,5429,5,20190917,C,CNE02KC,314,PARKVILLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400253,3,5429,4,20190917,C,FEU31401FF,312,PARKVILLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2401950,2,4943,62,20190917,C,CN1203AJ,3679,SECOR AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2426941,4,6701,1,20190916,C,CEU40801NH,150-43,72 DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399281,3,4762,12,20190916,C,1701VB,592,EAST 52 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399269,3,8408,55,20190916,C,1802HP,2053,EAST 65 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399026,3,245,7501,20190916,C,CN0201RA,12,JORALEMON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397353,1,1551,51,20190915,C,CER02JM,1712,2 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408503,3,2193,1,20190914,C,0101WDN,117,KEAP STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2408507,3,2193,59,20190914,C,C0102WDN,131,KEAP STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397555,1,206,16,20190914,C,ASPO01JR,127,MULBERRY STREET,20190918,OBSTRUCTION REMOVED PER INSPECTION REPORT & PICS FROM INSP #2591 ON 9/17/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2397556,1,237,7501,20190914,C,ASPO03JR,138,MULBERRY STREET,20190918,"OBSTRUCTION REMOVEDPER INSPECTION REPORT/PICS FROM INSP #2591,DATED 9/16/2019",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399301,3,7969,30,20190914,C,171GB,1437,UTICA AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397314,3,776,72,20190913,C,CC07MP01,615,49 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2397381,1,1216,39,20190913,C,LL0701PR,114,WEST 86 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397189,1,1082,7501,20190912,C,CER03JW,770,11 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400163,3,1047,12,20190912,C,E0701SK,156,15 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397477,3,741,7501,20190912,C,FEU30701XC,702,44 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397155,1,1502,23,20190912,C,CC08PW04,51,EAST 90 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2397347,3,5084,34,20190912,C,CC17MPO02,142,LENOX ROAD,20200220,OK TO DISMISS DOB VIOLATION AS PER      PPN 2/98.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2397343,3,4820,1,20190912,C,FEU30901IK,665,NEW YORK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2400164,1,759,55,20190912,C,E0409SK,320,WEST 36 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397017,4,9588,30,20190911,C,CER02MP,104-39,134 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396838,4,6761,7,20190911,C,19-00760,163-05,65 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405974,4,4225,43,20190911,C,CEU40701PW,23-48,COLLEGE POINT BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2405968,4,4225,41,20190911,C,CEU40702PW,23-46,COLLEGE POINT BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399273,3,7371,72,20190911,C,1503JG,2533,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396834,2,2678,36,20190911,C,19-00759,836,EAST 165 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397355,3,1854,48,20190911,C,CER01RJ,1427,FULTON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399296,3,1223,13,20190911,C,0804GB,125,KINGSTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399275,3,7124,7501,20190911,C,1502JG,71,VILLAGE ROAD NORTH,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399274,3,7124,7501,20190911,C,1501JG,71,VILLAGE ROAD NORTH,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397357,1,1555,4,20190910,C,LL0801PR,1772,2 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396748,3,5612,69,20190910,C,19-00750,1425,45 STREET,20200130,DISMISS SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2397143,4,2410,58,20190910,C,C0502RS,68-17,52 DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397142,4,2410,59,20190910,C,C0501RS,68-15,52 DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396743,3,5513,40,20190910,C,19-00753,1984,59 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396744,3,5513,40,20190910,C,19-00754,1984,59 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397322,3,2444,4,20190910,C,19-00748,361,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397358,1,829,22,20190910,C,LL0502PR,1165,BROADWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397202,3,2320,23,20190910,C,19-00757,540,DRIGGS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396830,2,3093,20,20190910,C,0602JM,750,EAST 179 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396846,3,783,45,20190910,C,19-00747,4922,FIFTH AVENUE,20200107,"DISMISSED, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2398480,3,4452,555,20190910,C,CN0501RA,528,GATEWAY DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397457,3,2594,1,20190910,C,FEU30102JH,57,MESEROLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397201,3,2761,19,20190910,C,19-00755,550,METROPOLITAN AVENUE,20191119,"DISMISS, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396817,2,3094,3,20190910,C,0601JM,730,OAKLAND PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2397354,3,4251,1,20190910,C,CER01FC,507,PINE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2407898,5,488,164,20190910,C,FEU50101JH,31,WAVE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399311,3,1414,22,20190909,C,0906DO,1644,CARROLL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399312,3,1414,22,20190909,C,0905DO,1644,CARROLL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398487,3,8386,67,20190909,C,CN1802RA,1450,EAST 65 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396566,5,1154,12,20190909,C,E01LJ01,242,HOOKER PLACE,20190913,DISMISS DUE TO NO APPLICATION REQUIRED  FOR WORK.,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2399308,3,1531,19,20190909,C,0303D0,86,MACDOUGAL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399307,3,1531,19,20190909,C,0304D0,86,MACDOUGAL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399971,3,2943,2,20190909,C,FEU30101XC,1150,METROPOLITAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396555,3,2182,19,20190909,C,19-00745,152,WILSON STREET,20200813,OK TO DISMISS. BC SWO WAS FULLY         RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396485,3,5663,109,20190907,C,CNE01KC,5201,13 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396477,5,2360,7501,20190907,C,19-00742,1292,ROCKLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396478,5,2360,7501,20190907,C,19-00741,1290,ROCKLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399461,3,8542,36,20190906,C,1801HP,4202,AVENUE T,20200226,"DISMISSED, BC SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396486,1,1767,27,20190906,C,CC11NG03,159,EAST 118 STREET,20190906,ENTERED IN ERROR,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2396487,1,1767,27,20190906,C,CC11NG04,159,EAST 118 STREET,20190906,,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2396563,1,1550,31,20190906,C,E10801NB,350,EAST 88 STREET,20190912,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396351,1,1535,29,20190906,C,19-00736,246,EAST 90 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2396466,3,1899,24,20190906,C,CC03LJ02,91,FRANKLIN AVENUE,20190919,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2396504,1,1291,38,20190906,C,CER01ND,430,PARK AVENUE,20200421,OK TO DISMISS DOB VIOLATION,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399457,3,8217,22,20190906,C,1802H,1333,REMSEN AVENUE,20200520,OK TO DISMISS. BC SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399458,3,8217,22,20190906,C,1802HP,1333,REMSEN AVENUE,20200520,OK TO DISMISS. BC SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396512,3,4268,26,20190906,C,CER01RJ,1328,SUTTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384369,4,7387,10,20190905,C,19-00730,50-11,210 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384370,4,7840,59,20190905,C,19-00732,226-14,77 AVENUE,20190930,"OK TO DISMISS BC RESCIND LETTER ISSUED   SEPT 25, 2019",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396508,1,727,1,20190905,C,CNE01GS,341,9 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384178,5,563,108,20190905,C,39008974H,244,GORDON STREET,,,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION
2383475,1,1244,63,20190905,C,19-00731,90,RIVERSIDE DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383463,1,618,5,20190904,C,CC02JL02,76,8 AVENUE,20190910,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2383464,1,618,5,20190904,C,CC02JL03,76,8 AVENUE,20190910,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2383462,1,618,5,20190904,C,CC02JL01,78,8 AVENUE,20190910,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2384338,3,8800,45,20190904,C,19-00727,2790,BATCHELDER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383471,5,1560,1,20190904,C,CER01MP,1659,RICHMOND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383243,4,12889,3,20190903,C,19-00723,129-41,BROOKVILLE BOULEVARD,20191119,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2396567,3,8678,82,20190903,C,CN1303RA,3178,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383469,5,536,13,20190901,C,CER02DB,26,GROVE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383467,5,536,11,20190901,C,CER04DB,24,GROVE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2382031,3,4715,36,20190831,C,CER01CM,9402,CHURCH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2381977,1,1527,24,20190830,C,CER01JM,1569,2 AVENUE,20190903,THIS VIO SHOULDNT HAVE BEEN ISSUED SINCETHE FALL HAD NOTHING TO DO WITH THE DOB.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399191,3,6107,58,20190830,C,1011MM,331,94 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2383389,1,530,67,20190830,C,CC02LJ01,2,BOND STREET,20190904,OK TO DISMISS. DOB PERMIT NOT REQUIRED  (ABATEMENT JOB.,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2384169,2,2810,17,20190830,C,0502MR,220,EAST 178 STREET,20190906,OKAY TO DISM ABOVE VIO BASED ON SWO     RESCIND.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2384174,2,2812,1,20190830,C,0503MR,225,EAST 179 STREET,20190919,OK TO DISMISS VIOLATION,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399189,3,2111,7501,20190830,C,0214MM,1,HANSON PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399190,3,2111,7501,20190830,C,0213MM,1,HANSON PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2399194,3,1606,72,20190830,C,0305MM,907,LAFAYETTE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2384173,2,3181,34,20190830,C,0504MR,2195,MORRIS AVENUE,20190919,19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2399198,3,4868,55,20190830,C,1701VB,870,NEW YORK AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2398498,5,3316,21,20190830,C,CN0201FK,168,RARITAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
